bikes,bike_stands,temp_c,feelslike_c,wind_kph,humidity,precip_mm,gust_kph,wind_degree,pressure_mb,cloud,uv
13,18,3.0,-1.4,19.2,91.74,0.0,19.8,343,1012.8,37.1,0
13,18,2.1,-2.1,16.9,93.43,0.0,19.8,336,1014.2,17.2,0
13,18,2.1,-1.7,14.5,89.19,0.0,19.4,323,1015.5,17.2,0
13,18,1.5,-1.3,8.9,90.64,0.0,21.2,302,1016.7,17.2,0
15,16,1.9,-1.7,12.7,89.9,0.0,22.7,320,1017.5,17.2,0
11,20,1.6,-2.5,15.1,89.72,0.0,21.6,309,1018.4,17.2,0
4,27,3.1,0.0,12.0,90.98,0.0,23.4,317,1019.6,45.1,1
9,23,5.1,1.4,18.4,84.06,0.0,37.1,341,1020.4,57.1,2
11,21,6.6,2.9,21.8,76.16,0.0,37.8,3,1020.3,51.3,4
10,21,7.5,3.8,25.2,71.83,0.0,36.7,350,1021.4,47.3,1
11,21,7.9,4.7,20.3,66.18,0.0,37.4,346,1021.5,53.2,4
9,23,8.6,5.4,22.5,61.47,0.0,37.4,343,1021.6,45.9,1
8,23,8.7,5.9,19.0,56.11,0.0,36.7,10,1022.0,39.7,3
7,25,7.2,4.1,17.3,63.95,0.0,34.9,346,1022.3,51.4,1
3,28,7.3,4.8,13.2,63.31,0.0,27.4,330,1023.2,56.9,0
7,25,4.2,1.8,9.9,75.64,0.0,9.4,318,1023.3,57.1,0
4,28,2.4,-0.2,9.3,78.91,0.0,12.6,256,1023.6,51.5,0
0,31,1.3,-1.4,8.7,84.97,0.0,13.7,256,1023.5,20.3,0
0,31,2.2,0.0,7.7,82.73,0.0,13.7,206,1023.5,18.7,0
0,31,3.2,0.8,9.1,77.16,0.0,14.0,225,1023.6,30.2,0
0,31,2.7,-0.3,11.1,79.65,0.0,13.3,215,1023.4,25.6,0
0,31,2.1,-1.1,11.4,83.02,0.0,7.9,206,1022.5,45.3,0
1,30,3.4,-0.3,15.8,79.24,0.0,9.4,213,1021.6,90.0,0
1,30,4.2,1.1,13.2,77.94,0.0,8.6,208,1021.5,90.0,0
1,30,5.1,1.9,14.5,71.25,0.0,6.5,209,1020.4,95.4,0
1,30,5.8,2.1,20.1,66.45,0.0,10.4,212,1019.2,93.0,0
1,30,6.1,2.5,19.8,69.12,0.0,13.0,220,1018.3,93.0,0
1,30,6.6,2.8,23.5,71.45,0.0,40.3,220,1017.4,93.0,0
2,29,6.7,2.8,24.7,77.04,0.0,51.8,220,1015.8,93.0,0
4,28,6.7,2.4,27.6,82.32,0.0,55.4,226,1015.3,89.1,0
8,23,7.0,2.9,27.5,86.5,0.0,40.7,220,1014.6,89.1,1
15,17,7.9,4.2,25.0,84.75,0.0,54.7,227,1014.5,89.1,1
16,15,8.9,5.8,22.0,86.75,0.0,51.5,230,1014.5,89.0,4
14,17,9.1,6.2,20.3,92.62,0.149,40.0,243,1015.2,89.0,4
14,18,9.8,7.0,21.3,85.61,0.0,49.7,281,1015.3,87.5,2
15,17,10.0,6.4,32.6,66.87,0.0,45.4,290,1015.4,89.1,1
12,20,9.1,5.3,32.7,64.32,0.0,43.2,290,1016.2,89.0,1
9,22,8.8,5.4,25.1,62.35,0.0,42.5,286,1016.4,85.1,1
7,24,8.3,5.1,22.5,63.79,0.0,36.4,270,1017.2,65.0,0
9,23,7.0,4.5,13.0,69.07,0.0,21.2,262,1017.9,48.9,0
11,21,7.5,5.2,12.7,68.81,0.0,22.0,247,1018.2,57.2,0
11,20,6.5,4.0,12.7,73.21,0.0,19.4,220,1018.4,67.4,0
9,23,6.3,3.6,13.3,73.65,0.0,20.5,244,1018.5,87.8,0
8,24,5.6,3.2,11.4,76.84,0.0,21.2,242,1018.5,78.0,0
7,25,5.0,2.2,12.1,80.38,0.0,19.8,231,1018.5,50.1,0
7,24,4.8,2.7,8.7,82.76,0.0,15.8,213,1018.4,51.6,0
5,26,4.8,2.4,10.4,82.55,0.0,14.4,193,1017.6,51.7,0
5,26,5.1,2.5,11.1,81.13,0.0,8.3,190,1017.5,75.4,0
6,25,5.4,3.3,9.5,78.87,0.0,7.6,177,1016.4,84.6,0
6,25,5.8,5.8,3.4,76.07,0.0,10.4,135,1015.4,89.0,0
6,25,6.3,4.1,10.8,74.59,0.0,10.4,196,1014.1,89.1,0
7,25,6.8,3.8,16.1,76.56,0.009,10.1,170,1013.2,89.0,0
10,22,6.1,2.8,17.0,87.44,0.0,10.8,166,1011.5,89.1,0
11,20,6.7,3.7,16.3,91.79,0.0,51.8,178,1011.0,89.1,0
14,17,9.2,6.7,17.4,88.21,0.0,19.8,170,1010.5,89.1,0
20,11,10.1,10.1,21.5,89.51,0.0,51.8,227,1010.0,90.4,1
22,9,11.0,11.0,23.1,89.09,0.0,51.5,234,1009.4,89.0,1
20,10,11.9,11.9,24.0,87.71,0.678,43.2,233,1008.9,89.0,2
21,9,12.1,12.1,22.1,87.35,0.0,48.6,220,1008.1,90.3,1
22,8,12.1,12.1,21.0,88.94,0.0,50.4,220,1007.1,92.2,1
18,12,11.9,11.9,19.7,93.6,0.0,47.2,220,1006.2,90.3,1
18,13,12.0,12.0,21.0,93.85,0.0,42.8,223,1005.4,90.3,1
15,16,11.9,11.9,23.9,94.26,0.0,45.0,223,1004.3,90.3,0
16,15,11.9,11.9,23.5,92.65,0.0,44.6,220,1003.4,90.3,0
14,17,11.7,11.7,22.8,93.76,0.0,48.6,223,1003.3,84.5,0
16,15,10.9,10.9,18.8,89.1,0.0,49.7,240,1003.3,90.3,0
15,16,9.9,7.3,20.8,93.5,0.0,49.3,233,1002.0,88.0,0
14,18,9.7,6.7,23.7,87.71,0.0,54.4,247,1002.3,90.3,0
10,22,9.0,5.9,22.3,84.31,0.0,54.0,250,1002.1,85.1,0
8,24,8.1,4.4,26.0,85.7,0.623,49.7,250,1002.0,74.2,0
7,24,7.5,3.6,26.2,79.08,0.0,53.1,250,1002.2,67.6,0
7,24,6.9,3.3,22.1,80.53,0.0,38.9,248,1002.2,44.7,0
7,24,6.5,3.0,20.0,78.75,0.0,48.6,236,1002.0,50.0,0
7,24,5.9,2.1,21.7,81.68,0.0,49.0,250,1001.5,39.6,0
7,24,5.5,2.0,17.8,78.11,0.0,47.5,231,1001.6,55.9,0
8,23,4.8,1.2,17.4,82.22,0.0,39.6,229,1001.5,55.9,0
11,21,5.0,1.3,18.4,80.23,0.0,43.2,223,1001.5,73.5,0
1,30,5.0,1.6,15.8,80.6,0.0,46.1,230,1001.5,66.1,0
8,24,5.1,1.3,19.7,80.3,0.0,46.1,223,1001.6,72.5,0
14,17,6.1,2.3,21.5,79.48,0.0,46.4,239,1001.4,46.0,2
10,22,7.0,3.3,22.8,71.48,0.0,50.8,240,1001.3,44.8,3
7,25,7.2,3.7,21.0,68.98,0.001,43.9,244,1000.5,53.9,4
5,26,7.7,4.2,22.8,61.4,0.0,38.9,240,1000.2,63.8,5
4,27,6.5,3.1,19.2,67.04,0.0,46.4,230,999.6,51.5,3
1,30,6.2,2.6,20.2,67.6,0.0,50.4,240,999.4,47.4,0
2,29,5.7,2.0,19.5,72.5,0.0,44.6,225,998.7,46.1,1
1,30,2.9,-1.7,21.0,91.68,0.0,42.5,273,999.2,65.1,0
1,30,2.8,-0.4,12.6,86.99,0.075,32.8,227,998.1,27.6,0
2,29,2.9,-0.6,14.1,84.4,0.0,34.6,198,997.6,25.0,0
3,29,2.5,-1.3,15.0,81.01,0.0,29.5,203,996.9,17.2,0
1,30,2.1,-1.9,15.0,81.86,0.0,20.5,176,995.5,17.4,0
0,31,2.8,-0.3,11.1,73.08,0.0,13.3,125,994.1,84.6,0
1,31,3.3,0.3,11.6,73.74,0.0,14.4,139,992.9,89.0,0
